Name,State,Notes,User,Tags,Created,Runtime,Sweep,adam_epsilon,cache_dir,config_name,data_pkl_dir,delete_old_checkpoints,do_eval,do_finetune,do_lower_case,do_train,doc_stride,eval_all_checkpoints,evaluate_during_training,fp16,fp16_opt_level,gradient_accumulation_steps,hf_name,lang_id,learning_rate,local_rank,logging_steps,max_answer_length,max_grad_norm,max_query_length,max_seq_length,max_steps,model_name_or_path,model_type,n_best_size,no_cuda,null_score_diff_threshold,num_train_epochs,output_dir,overwrite_cache,overwrite_data_cache,overwrite_output_dir,per_gpu_eval_batch_size,per_gpu_train_batch_size,predict_file,push_to_huggingface_every_epoch,push_to_huggingface_initial_load,resume_training,run_name,save_steps,seed,server_ip,server_port,skip_dpr_check,split_data_into_batches_and_save,threads,tokenizer_name,train_file,verbose_logging,version_2_with_negative,warmup_steps,weight_decay,eval.Results.HasAns_exact,eval.Results.HasAns_f1,eval.Results.HasAns_total,eval.Results.best_exact,eval.Results.best_exact_thresh,eval.Results.best_f1,eval.Results.best_f1_thresh,eval.Results.checkpoint,eval.Results.exact,eval.Results.f1,eval.Results.total,eval.result.HasAns_exact,eval.result.HasAns_f1,eval.result.HasAns_total,eval.result.best_exact,eval.result.best_exact_thresh,eval.result.best_f1,eval.result.best_f1_thresh,eval.result.checkpoint,eval.result.exact,eval.result.f1,eval.result.total,train.global_step,train.loss,train.tr_loss
trilingual_1_finetune_tsquad_dev_lang_arabic,finished,-,sgowriraj,,2022-11-15T21:26:42.000Z,45,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-arabic-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_arabic,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,63.95222584,79.86945324,921,63.95222584,0,79.86945324,0,./trilingual/1,63.95222584,79.86945324,921,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_bengali,finished,-,sgowriraj,,2022-11-15T21:27:33.000Z,26,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-bengali-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_bengali,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,47.78761062,64.75998927,113,47.78761062,0,64.75998927,0,./trilingual/1,47.78761062,64.75998927,113,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_english,finished,-,sgowriraj,,2022-11-15T21:23:46.000Z,32,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-english-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_english,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,68.86363636,77.30750834,440,68.86363636,0,77.30750834,0,./trilingual/1,68.86363636,77.30750834,440,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_finnish,finished,-,sgowriraj,,2022-11-15T21:29:18.000Z,40,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-finnish-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_finnish,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,61.76470588,74.46977257,782,61.76470588,0,74.46977257,0,./trilingual/1,61.76470588,74.46977257,782,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_indonesian,finished,-,sgowriraj,,2022-11-15T21:24:24.000Z,36,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-indonesian-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_indonesian,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,73.58156028,83.63090623,564,73.58156028,0,83.63090623,0,./trilingual/1,73.58156028,83.63090623,564,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_korean,finished,-,sgowriraj,,2022-11-15T21:28:44.000Z,27,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-korean-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_korean,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,14.44043321,33.47814917,277,14.44043321,0,33.47814917,0,./trilingual/1,14.44043321,33.47814917,277,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_russian,finished,-,sgowriraj,,2022-11-15T21:25:07.000Z,44,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-russian-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_russian,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,47.66009852,68.33117552,812,47.66009852,0,68.33117552,0,./trilingual/1,47.66009852,68.33117552,812,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_swahili,finished,-,sgowriraj,,2022-11-15T21:28:05.000Z,32,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-swahili-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_swahili,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,75.5511022,83.11328414,499,75.5511022,0,83.11328414,0,./trilingual/1,75.5511022,83.11328414,499,,,,,,,,,,,,,,
trilingual_1_finetune_tsquad_dev_lang_telugu,finished,-,sgowriraj,,2022-11-15T21:25:57.000Z,38,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/1,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-telugu-v1.1-dev.json,FALSE,FALSE,,trilingual_1_finetune_tsquad_dev_lang_telugu,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,40.80717489,49.63090463,669,40.80717489,0,49.63090463,0,./trilingual/1,40.80717489,49.63090463,669,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_arabic,finished,-,sgowriraj,,2022-11-15T21:39:12.000Z,44,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-arabic-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_arabic,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,58.74049946,75.77610971,921,58.74049946,0,75.77610971,0,./trilingual/2,58.74049946,75.77610971,921,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_bengali,finished,-,sgowriraj,,2022-11-15T21:40:03.000Z,23,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-bengali-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_bengali,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,48.67256637,64.49941897,113,48.67256637,0,64.49941897,0,./trilingual/2,48.67256637,64.49941897,113,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_english,finished,-,sgowriraj,,2022-11-15T21:36:19.000Z,31,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-english-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_english,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,67.72727273,78.57319557,440,67.72727273,0,78.57319557,0,./trilingual/2,67.72727273,78.57319557,440,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_finnish,finished,-,sgowriraj,,2022-11-15T21:41:46.000Z,39,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-finnish-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_finnish,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,65.60102302,78.03901409,782,65.60102302,0,78.03901409,0,./trilingual/2,65.60102302,78.03901409,782,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_indonesian,finished,-,sgowriraj,,2022-11-15T21:36:57.000Z,35,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-indonesian-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_indonesian,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,64.89361702,79.6520392,564,64.89361702,0,79.6520392,0,./trilingual/2,64.89361702,79.6520392,564,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_korean,finished,-,sgowriraj,,2022-11-15T21:41:12.000Z,27,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-korean-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_korean,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,12.99638989,32.24637248,277,12.99638989,0,32.24637248,0,./trilingual/2,12.99638989,32.24637248,277,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_russian,finished,-,sgowriraj,,2022-11-15T21:37:39.000Z,42,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-russian-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_russian,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,58.12807882,75.1402406,812,58.12807882,0,75.1402406,0,./trilingual/2,58.12807882,75.1402406,812,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_swahili,finished,-,sgowriraj,,2022-11-15T21:40:33.000Z,32,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-swahili-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_swahili,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,76.75350701,85.1847973,499,76.75350701,0,85.1847973,0,./trilingual/2,76.75350701,85.1847973,499,,,,,,,,,,,,,,
trilingual_2_finetune_tsquad_dev_lang_telugu,finished,-,sgowriraj,,2022-11-15T21:38:27.000Z,38,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/2,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-telugu-v1.1-dev.json,FALSE,FALSE,,trilingual_2_finetune_tsquad_dev_lang_telugu,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,40.80717489,49.8060244,669,40.80717489,0,49.8060244,0,./trilingual/2,40.80717489,49.8060244,669,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_arabic,finished,-,sgowriraj,,2022-11-15T21:07:37.000Z,46,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-arabic-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_arabic,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,62.32356135,77.37207658,921,62.32356135,0,77.37207658,0,./trilingual/3,62.32356135,77.37207658,921,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_bengali,finished,-,sgowriraj,,2022-11-15T21:08:30.000Z,26,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-bengali-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_bengali,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,46.90265487,63.24681218,113,46.90265487,0,63.24681218,0,./trilingual/3,46.90265487,63.24681218,113,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_english,finished,-,sgowriraj,,2022-11-15T21:04:41.000Z,33,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-english-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_english,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,70,78.51641177,440,70,0,78.51641177,0,./trilingual/3,70,78.51641177,440,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_finnish,finished,-,sgowriraj,,2022-11-15T21:10:22.000Z,41,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-finnish-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_finnish,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,66.62404092,77.96914842,782,66.62404092,0,77.96914842,0,./trilingual/3,66.62404092,77.96914842,782,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_indonesian,finished,-,sgowriraj,,2022-11-15T21:05:21.000Z,34,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-indonesian-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_indonesian,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,72.34042553,83.78483262,564,72.34042553,0,83.78483262,0,./trilingual/3,72.34042553,83.78483262,564,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_korean,finished,-,sgowriraj,,2022-11-15T21:09:44.000Z,30,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-korean-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_korean,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,12.27436823,31.97097166,277,12.27436823,0,31.97097166,0,./trilingual/3,12.27436823,31.97097166,277,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_russian,finished,-,sgowriraj,,2022-11-15T21:06:03.000Z,42,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-russian-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_russian,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,51.10837438,70.8163156,812,51.10837438,0,70.8163156,0,./trilingual/3,51.10837438,70.8163156,812,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_swahili,finished,-,sgowriraj,,2022-11-15T21:09:03.000Z,32,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-swahili-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_swahili,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,77.35470942,84.2730237,499,77.35470942,0,84.2730237,0,./trilingual/3,77.35470942,84.2730237,499,,,,,,,,,,,,,,
trilingual_3_finetune_tsquad_dev_lang_telugu,finished,-,sgowriraj,,2022-11-15T21:06:52.000Z,38,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/3,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-telugu-v1.1-dev.json,FALSE,FALSE,,trilingual_3_finetune_tsquad_dev_lang_telugu,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,39.31240658,50.64131028,669,39.31240658,0,50.64131028,0,./trilingual/3,39.31240658,50.64131028,669,,,,,,,,,,,,,,
trilingual_4_finetune_tsquad_dev_lang_arabic,finished,-,sgowriraj,,2022-11-15T21:14:11.000Z,45,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/4,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-arabic-v1.1-dev.json,FALSE,FALSE,,trilingual_4_finetune_tsquad_dev_lang_arabic,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,60.80347448,76.71189084,921,60.80347448,0,76.71189084,0,./trilingual/4,60.80347448,76.71189084,921,,,,,,,,,,,,,,
trilingual_4_finetune_tsquad_dev_lang_bengali,finished,-,sgowriraj,,2022-11-15T21:15:02.000Z,24,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/4,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-bengali-v1.1-dev.json,FALSE,FALSE,,trilingual_4_finetune_tsquad_dev_lang_bengali,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,51.32743363,66.43929816,113,51.32743363,0,66.43929816,0,./trilingual/4,51.32743363,66.43929816,113,,,,,,,,,,,,,,
trilingual_4_finetune_tsquad_dev_lang_english,finished,-,sgowriraj,,2022-11-15T21:11:11.000Z,32,,1.00E-08,./cache_dir/,,home/sgowrira/EMQA2/EMQA/pkl4,-1,TRUE,FALSE,TRUE,FALSE,128,FALSE,FALSE,FALSE,O1,1,,0,0.00003,-1,500,30,1,64,384,-1,./trilingual/4,bert,20,FALSE,0,3,./eval_cache_output/,,TRUE,TRUE,24,8,./TyDiQA_dev_data/tydiqa-goldp-english-v1.1-dev.json,FALSE,FALSE,,trilingual_4_finetune_tsquad_dev_lang_english,500,42,,,FALSE,FALSE,1,,,FALSE,FALSE,0,0,67.04545455,77.73241286,440,67.04545455,0,77.73241286,0,./trilingual/4,67.04545455,77.73241286,440,,,,,,,,,,,,,,
